Xkr4
Gm29670
Inpp1
Hibch
1700019D03Rik
Pms1
Ormdl1
Osgepl1
Gm28551
Asnsd1
Stk17b
Hecw2
Ccdc150
Gtf3c3
Pgap1
Gm36955
Ankrd44
Gm37370
A130048G24Rik
Sf3b1
E330011M16Rik
Coq10b
Gm17971
Hspd1
Hspe1
Gm5147
Mob4
Gm6822
Rftn2
Gm10561
Mars2
Boll
Gm8292
Plcl1
Gm38056
9130227L01Rik
Gm36986
1700003I22Rik
Satb2
9130024F11Rik
Gm4081
BC055402
4930558J18Rik
1700066M21Rik
Tyw5
Maip1
Spats2l
Kctd18
Sgo2a
Aox1
Aox2
Gm37607
Bzw1
Clk1
Ppil3
Nif3l1
Orc2
Gm15834
Fam126b
Ndufb3
Als2cr12
Gm20257
Cflar
Casp8
Gm37760
Trak2
Stradb
C2cd6
Tmem237
G730003C15Rik
Mpp4
Als2
Cdk15
Gm37737
Fzd7
Sumo1
Gm29596
Nop58
Bmpr2
Gm38125
Fam117b
Gm37531
Gm18829
Ica1l
Wdr12
Carf
Gm15464
Nbeal1
Cyp20a1
6030460B20Rik
Abi2
Raph1
Gm11575
Gm11578
Gm38388
Eif4a-ps4
Cd28
Gm37198
Ctla4
Rpl18-ps1
Icos
Rpl17-ps1
Pard3b
Gm37205
Gm38012
Gm38278
Pard3bos1
Gm38075
Gm38351
Gm11599
Nrp2
Gm37121
Ino80d
Ino80dos
Gm20342
Ndufs1
Eef1b2
Snora41
Gpr1
Zdbf2
Gm11605
Mdh1b
Fastkd2
Klf7
Gm26649
Gm13750
Creb1
Mettl21a
2810408I11Rik
Ccnyl1
Fzd5
Gm38058
Plekhm3
Rpl10a-ps1
D630023F18Rik
Idh1
Pikfyve
Gm8805
Map2
Unc80
Gm37181
Rpe
Kansl1l
Gm37570
Gm38387
Gm38162
Gm15789
6820402A03Rik
Gm38218
Acadl
Gm15793
Myl1
Rpl31-ps14
Lancl1
Cps1
Gm28497
Gm29113
Gm29114
Ikzf2
Gm29112
Gm28112
Bard1
Gm16236
Abca12
Atic
Fn1
Apol7d
4933417E11Rik
Gm5528
Gm4319
Mreg
D230017M19Rik
Pecr
Tmem169
Xrcc5
March4
Gm15843
Smarcal1
Ankar
Rpl37a
Tns1
Arpc2
Gpbar1
Aamp
Pnkd
Tmbim1
Gm29358
Gm37931
Catip
Ctdsp1
Vil1
Usp37
Gm37733
Cnot9
Plcd4
Zfp142
Bcs1l
Rnf25
Stk36
Ttll4
Cyp27a1
Prkag3
Wnt6
Wnt10a
Cdk5r2
Fev
Cryba2
Cfap65
Ihh
Gm37744
Nhej1
Slc23a3
Cnppd1
Retreg2
Zfand2b
Abcb6
Gm29253
Atg9a
Ankzf1
Glb1l
Stk16
Tuba4a
Dnajb2
Ptprn
Resp18
Dnpep
Des
Speg
Gmppa
Chpf
Obsl1
Tmem198
Stk11ip
Slc4a3
Gm816
Epha4
Gm28386
Sgpp2
Gm28410
Gm37884
Farsb
4833412K13Rik
Mogat1
5730419F03Rik
Gm29611
Acsl3
Utp14b
Gm6159
Kcne4
Scg2
Ap1s3
Wdfy1
Mrpl44
Serpine2
Fam124b
Cul3
Gm37902
Gm37262
Dock10
Gm38062
A630081D01Rik
Gm5530
Gm7516
Irs1
Rhbdd1
Gm19552
Gm28940
Col4a4
Col4a3
C430014B12Rik
Mff
Gm28941
Tm4sf20
Gm36999
Gm28942
Agfg1
A030005L19Rik
Slc19a3
Krtap28-10
Gm47969
Krtap28-13
Ccl20
Daw1
Pid1
Dner
Gm37959
Trip12
Gm38374
Gm37738
Fbxo36
Slc16a14
C130026I21Rik
Rpl19-ps1
Gm6264
Gm16026
G530012D18Rik
Sp110
Sp140
Sp100
A630001G21Rik
Cab39
Itm2c
4933407L21Rik
Gm28884
Gpr55
Gm18180
2810459M11Rik
Psmd1
Gm37914
Gm21972
Armc9
Gm16341
B3gnt7
Gm28626
Gm5258
Ncl
Mir3535
C130036L24Rik
Rpl30-ps6
Ptma
Pde6d
Gm37152
Cops7b
Nppc
Dis3l2
Gm37485
Gm38142
Gm38010
Gm37541
Gm38021
Gm6136
Gm37967
Gm37017
Gm37447
Akp-ps1
Alppl2
Alpi
Eif4e2
Efhd1
Gigyf2
Kcnj13
Snorc
Ngef
Neu2
Gm6153
Inpp5d
Atg16l1
Gm25395
Sag
Dgkd
4833421G17Rik
Gm38365
Usp40
Gm20528
Ugt1a8
Ugt1a7c
Gm15373
Ugt1a6b
Gm15372
Ugt1a6a
Gm15369
Gm15374
Gm15371
Ugt1a5
Gm15368
Gm15376
Ugt1a2
Dnajb3
Ugt1a1
Mroh2a
Hjurp
Gm29538
Arl4c
Gm29335
1700067G17Rik
Sh3bp4
Agap1
Gm37297
Gm28499
4933400F21Rik
Gm37521
Ackr3
Gm28723
Gm35048
Cops8
Mlph
Prlh
Rab17
Lrrfip1
Gm7776
Ramp1
Ube2f
Gm7785
Gm26683
Scly
Erfe
Ilkap
Hes6
Per2
Gm19085
Traf3ip1
Asb1
Hdac4
Gm37048
Gm26720
Gm37036
Ndufa10
Cops9
Gpc1
Ankmy1
Dusp28
5033417F24Rik
Rnpepl1
9430060I03Rik
Capn10
Gpr35
Aqp12
Kif1a
Agxt
2310007B03Rik
Crocc2
Sned1
Mterf4
Gm28535
Gm7867
Pask
Ppp1r7
Ano7
Hdlbp
Gm17415
Sept2
Farp2
Stk25
Gm28536
Bok
Thap4
Gm10550
Atg4b
Dtymk
Ing5
D2hgdh
Gal3st2
Gal3st2b
Gal3st2c
Neu4
Pdcd1
Fam174a
BC055308
Gm15427
St8sia4
Gm37642
Panct2
Gm28901
D1Ertd622e
Ppip5k2
Gin1
Pam
Gm37140
Gm3531
B230216N24Rik
1810006J02Rik
Gm3555
Gm7967
Cntnap5b
Tdpx-ps1
Gm37877
Rnf152
Gm17634
Gm28403
Gm3608
Pign
Gm28404
Gm20302
Relch
Gm37566
Tnfrsf11a
Gm7160
Zcchc2
Gm37372
Gm26509
Gm20753
Phlpp1
Gm38235
Bcl2
Gm37053
Kdsr
Vps4b
Serpinb5
Serpinb12
Serpinb13
Serpinb8
Dsel
Cntnap5a
Gm18182
Tsn
Nifk
Clasp1
2900060B14Rik
Tfcp2l1
Inhbb
Ralb
Gm27184
Tmem185b
Epb41l5
Gm37219
Ptpn4
Gm37745
Tmem177
Sctr
Tmem37
Dbi
3110009E18Rik
Steap3
En1
Celrr
Insig2
Gm37174
2210011K15Rik
Ccdc93
Ddx18
Actr3
Gm28706
Slc35f5
Gpr39
Lypd1
Nckap5
Gm37161
Gm37936
Gm38177
Mgat5
Gm37772
Gm37510
Gm8451
Tmem163
2900009J06Rik
Ccnt2
Rab3gap1
Zranb3
Gm38248
Rpl28-ps1
Gm38026
R3hdm1
Gm29383
Gm37588
Gm37868
Gm37407
Ubxn4
Lct
Mcm6
Dars
Gm6170
Cxcr4
Gm38240
Gm15790
Rpl31-ps9
Cd55b
Cd55
Gm37109
C4bp
Gm29427
C4bp-ps1
Pfkfb2
Yod1
AA986860
Gm28856
Fcamr
Gm15848
Pigr
Fcmr
Il19
Il10
Mapkapk2
Gm37084
Dyrk3
Eif2d
Rassf5
Ikbke
Srgap2
Gm38262
Gm37954
Gm29488
Gm29487
Fam72a
Avpr1b
Ctse
Rab7b
Slc26a9
Pm20d1
Slc41a1
Rab29
Nucks1
Gm38067
Gm37676
Slc45a3
Elk4
Mfsd4a
Gm26892
Cdk18
Gm29629
Lemd1
Klhdc8a
Nuak2
Tmcc2
Dstyk
6030442K20Rik
Rbbp5
Tmem81
Cntn2
Nfasc
Gm10538
Lrrn2
Mdm4
Gm29257
Pik3c2b
Gm26616
Ppp1r15b
Plekha6
Gm19461
Golt1a
Etnk2
Sox13
Gm8596
Snrpe
Gm26706
Zc3h11a
Gm38394
Lax1
Atp2b4
Optc
Gm15851
Prelp
Fmod
Btg2
Gm38140
Chit1
Chil1
Mybph
Adora1
Ppfia4
Tmem183a
Cyb5r1
Adipor1
Platr1
Gm37935
Klhl12
Rabif
Gm15454
Kdm5b
Syt2
Ppp1r12b
Gm37949
Gm37677
Ube2t
Ptpn7
Arl8a
Gm15445
Gpr37l1
Gm4204
Elf3
Rnpep
Timm17a
Shisa4
Ipo9
Nav1
2610012C04Rik
Gm37333
Gm4793
Gm38399
Csrp1
Phlda3
Tnni1
Lad1
Tnnt2
Pkp1
Gm36938
Igfn1
Tmem9
Cacna1s
Gm37014
Kif21b
Mroh3
Inava
Gm26568
Camsap2
9230116N13Rik
Ddx59
Kif14
Gm29486
Platr23
Zfp281
Nr5a2
Gm37057
Gm4258
Gm37298
Gm37124
A130050O07Rik
Gm26930
D130019J16Rik
Gm37534
A430106G13Rik
Ptprc
A130071D04Rik
Nek7
Gm37080
Gm37101
2310009B15Rik
Gm37045
Dennd1b
Gm37423
Gm16305
Gm37470
Gm43544
Gm37655
Gm37718
Crb1
Zbtb41
Aspm
Gm5837
Gm5835
Cdc73
B3galt2
Glrx2
Trove2
Uchl5
Gm29170
Rgs2
Rgs13
Rgs1
Rgs18
Gm15583
A230059L01Rik
Pla2g4a
Rbm3-ps
Odr4
Tpr
Hmcn1
Gm47985
Gm8947
Gm10138
Ivns1abp
Swt1
Trmt1l
Gm37893
Rnf2
Gm36527
Fam129a
Edem3
1700025G04Rik
Gm28610
Tsen15
Colgalt2
Rgl1
Gm7278
Apobec4
Arpc5
Ncf2
Smg7
Gm28791
Nmnat2
Lamc2
Lamc1
Gm38009
Gm8818
Dhx9
Npl
Gm6652
Rgs8
Rgs16
Gm28513
Rnasel
Rgsl1
Teddm2
Gm38352
Glul
Gm29291
A830008E24Rik
Cacna1e
Gm9530
Ier5
Mr1
Stx6
Gm8850
Xpr1
Acbd6
Qsox1
Cep350
Gm37383
Gm9694
Tor1aip1
9430034N14Rik
Tor1aip2
Tdrd5
A430050A11Rik
Axdnd1
Gm2000
Soat1
Gm37648
Gm10031
Abl2
Gm38043
Tor3a
Fam20b
Gm19918
Ralgps2
Gm28693
Angptl1
Gm37802
Gm37943
4930439D14Rik
Tex35
Gm30694
Rasal2
Gm37788
Gm37578
Gm6058
Gm37060
2810025M15Rik
Cryzl2
Sec16b
Gm37682
Brinp2
Pappa2
1600012P17Rik
Cop1
Gm37115
Gm37088
Scarna3a
Tnr
Gm37731
Gm10530
Gm37294
4930523C07Rik
4930562F07Rik
Tnn
Mrps14
Cacybp
4933417C20Rik
Rabgap1l
9430087J23Rik
Gm37529
Gm37212
Gm37215
Gm38302
6720464F23Rik
Gm37873
Gm37328
Gm38329
Gm38126
Gm37083
Rc3h1
Gm37052
Gm37809
Gm37653
Serpinc1
Gm37729
Gm37072
Zbtb37
Gas5
Dars2
Gm37634
Cenpl
Klhl20
Prdx6
Gm15429
Fasl
Gm37357
Suco
Gm31925
4930558K02Rik
Pigc
Dnm3
2810442N19Rik
Mettl13
Vamp4
Prrc2c
Fmo4
Fmo1
Fmo2
Prrx1
Gorab
Rpsa-ps1
Kifap3
Scyl3
BC055324
Mettl18
Sell
F5
Slc19a2
Ccdc181
Blzf1
Nme7
Atp1b1
Gm32391
Gm37732
Gm26685
D630023O14Rik
Gm36945
Gm37403
Xcl1
Tbx19
Sft2d2
Tiprl
Gm38190
Gpr161
Dcaf6
Gm37864
Mpc2
Gm37860
Adcy10
Mpzl1
Gm37559
Rcsd1
Creg1
Gm16565
Cd247
Pou2f1
Gm7626
Dusp27
Gpa33
Mael
Ildr2
Gm15853
Tada1
Pogk
Gm6286
Fam78b
Uck2
Tmco1
Aldh9a1
Mgst3
Rxrg
Lmx1a
Pbx1
Gm37524
Gm38381
Nuf2
Rgs4
Ccdc190
Hsd17b7
3110045C21Rik
Ddr2
Uap1
Gm37748
Uhmk1
4930500M09Rik
Sh2d1b2
Gm6345
Sh2d1b1
Gm7694
Nos1ap
Gm7299
Olfml2b
Atf6
Gm9929
Dusp12
Gm26620
Gm2962
Fcgr2b
Gm10522
Cfap126
Sdhc
Mpz
Nr1i3
Tomm40l
Apoa2
Fcer1g
Ndufs2
Adamts4
B4galt3
Ppox
Usp21
Ufc1
Rpl27-ps1
Gm20045
Dedd
Nit1
Pfdn2
Klhdc9
Gm37097
Nectin4
Arhgap30
Usf1
Tstd1
Gm26641
F11r
B930036N10Rik
Alyref2
Itln1
Cd244a
Ly9
Slamf7
Cd48
Gm37010
Vangl2
Nhlh1
Ncstn
Copa
Gm38164
Gm37756
Pex19
Dcaf8
Pea15a
Casq1
Atp1a4
Igsf8
Atp1a2
Pigm
Gm37145
Slamf9
Igsf9
Tagln2
Gm37125
Cfap45
4933439K11Rik
Vsig8
Dusp23
Aim2
Ifi206
Ifi214
Ifi213
Ifi209
Ifi203-ps
Mndal
Ifi203
Olfr424
Olfr420
Spta1
Mptx1
Fmn2
Rgs7
5730408A14Rik
Fh1
Kmo
Opn3
Chml
Exo1
Pld5
Rbm8a2
Gm38081
Gm38101
Cep170
3110062G12Rik
Gm38104
Sdccag8
Gm37246
Gm37490
Gm37519
Akt3
Gm37960
Gm37106
Gm37598
Gm38146
Gm37706
Gm26801
Zbtb18
Gm29856
2310043L19Rik
1700016C15Rik
Adss
Gm16585
Catspere2
Desi2
Gm8023
4930527J03Rik
Gm37486
B230369F24Rik
Cox20
Hnrnpu
Gm38300
Efcab2
Kif26b
Smyd3
Gm5561
Tfb2m
Cnst
Sccpdh
Ahctf1
Gm10518
Gm37070
Cdc42bpa
Gm38169
Coq8a
Psen2
Gm31728
Gm5069
Itpkb
Gm37033
Gm37390
Gm36933
Stum
Parp1
Lin9
Gm8101
Acbd3
Gm37768
Gm38293
H3f3a
Gm17275
H3f3aos
Sde2
Pycr2
Lefty1
Tmem63a
2210411M09Rik
Ephx1
Nvl
Cnih4
Wdr26
A430110L20Rik
Cnih3
Ccdc121
Dnah14
Lbr
Gm5533
Enah
Srp9
Gm17968
Degs1
Fbxo28
Gm10517
Trp53bp2
Capn2
Gm37069
Capn8
Susd4
Gm37542
Tlr5
Gm38079
Disp1
BC085271
Brox
Aida
Mia3
Gm37339
Taf1a
Gm37986
Hhipl2
Gm37214
Gm33973
Dusp10
1700056E22Rik
Gm37223
2900092O11Rik
Gm37800
Marc1
Marc2
C130074G19Rik
Mark1
Rab3gap2
Gm34882
Iars2
2010103J01Rik
Gm37785
Bpnt1
4930532G15Rik
Eprs
9630028B13Rik
Gm2061
Slc30a10
5033404E19Rik
Lyplal1
Tgfb2
Gm37849
Rrp15
A430105J06Rik
Spata17
Gm43497
Gm43496
Gpatch2
Gm37254
Esrrg
Gm37929
Gm38315
Kctd3
Kcnk2
Pdcd5-ps
Cenpf
Gm37239
Ptpn14
Gm26574
Gm37422
Smyd2
Gm38245
Prox1
Gm28172
Prox1os
Rps6kc1
Angel2
Vash2
Gm31373
Flvcr1
A230020J21Rik
Spata45
Tatdn3
Nsl1
Batf3
Fam71a
Atf3
D730003I15Rik
Gm37074
Nenf
Tmem206
Ppp2r5a
Gm2272
Gm37688
Dtl
Ints7
Gm37349
Lpgat1
Gm38037
Nek2
1700034H15Rik
Slc30a1
Rd3
Gm26670
Traf5
Gstp-ps
Gm26879
Rcor3
Gm10516
Kcnh1
Hhat
Sertad4
Gm15867
Gm2367
Syt14
Diexf
Irf6
A130010J15Rik
Traf3ip3
Lamb3
Hsd11b1
Gm38118
G0s2
Gm38022
4631405K08Rik
Plxna2
Gm37783
Gm37674
Gm38036
2900035J10Rik
Cd34
Gm16897
A330023F24Rik
Gm32250
Gm37334
9630010A21Rik
Gm37027
Cd46
Gm37366
Cr1l
Fam171a1
Nmt2
Rpp38
Acbd7
Olah
Meig1
Dclre1c
Suv39h2
Hspa14
Gm45902
Cdnf
Fam107b
Gm13185
Frmd4a
Gm37107
Gm36988
Gm13179
Prpf18
Gm13196
Bend7
Gm13176
Sephs1
Phyh
Gm13194
Gm13192
Mcm10
Optn
4930551O13Rik
Ccdc3
Gm13198
Camk1d
Gm13216
Cdc123
Nudt5
Gm13199
Sec61a2
Dhtkd1
Upf2
Proser2
Gm10857
Echdc3
Usp6nl
Celf2
Gm10855
Gm10115
Gm13217
Gata3
Taf3
C630004M23Rik
Atp5c1
Kin
Itih2
Itih5
Gm13261
Sfmbt2
Prkcq
Gm37520
Gm37851
Pfkfb3
Rbm17
Il2ra
Il15ra
Fbxo18
Ankrd16
Itga8
E030013I19Rik
Mindy3
Gm37289
Gm37255
Gm38014
Pter
C1ql3
Gm37824
Gm37742
Rsu1
Gm38156
Gm37780
Gm13270
Cubn
Trdmt1
Vim
Hacd1
D930036K23Rik
Gm37894
Stamos
Stam
Gm37499
Tmem236
Mrc1
Cacnb2
Gm38105
Gm13268
Gm13312
Gm10848
Gm37006
Gm38273
Gm13269
Gm37891
Nsun6
Gm36930
Arl5b
Gm38257
Malrd1
Gm6587
Plxdc2
Nebl
A930004D18Rik
Skida1
1810059C17Rik
Mllt10
Gm13351
Dnajc1
Gm13350
Gm13349
Commd3
Bmi1
Gm20539
Gm13333
Pip4k2a
4930426L09Rik
Armc3
4930447M23Rik
Msrb2
Otud1
Etl4
Gm13328
Gm13362
Arhgap21
Gm13380
Gm13375
Enkur
Thnsl1
Gm13378
Gm13379
Myo3a
Gm13341
Gm13340
Gm13339
Gad2
Apbb1ip
A130006I12Rik
Pdss1
Gm14441
Abi1
Gm13357
Acbd5
Mastl
Yme1l1
Gm13423
Gm13422
Gm38309
Spopl
Hnmt
Il1f8
Il1rn
Psd4
Pax8
Gm13415
Gm13416
Cacna1b
Ehmt1
Gm38147
Gm37139
Arrdc1
Zmynd19
Dph7
Mrpl41
Pnpla7
Gm13369
Nsmf
Entpd8
Noxa1
Nrarp
Gm38287
Tor4a
Nelfb
Stpg3
Fam166a
Tubb4b
Rnf224
Rnf208
Ndor1
Tmem203
Tprn
Ssna1
Anapc2
Tmem210
Lrrc26
Grin1
Grin1os
AA543186
Man1b1
Dpp7
Uap1l1
Sapcd2
Entpd2
Npdc1
Fut7
Abca2
Paxx
Clic3
Ptgds
C8g
Fbxw5
Traf2
Edf1
Mamdc4
Phpt1
Ajm1
Rabl6
Fcnaos
Ccdc183
Tmem141
Fcna
Bmyc
Kcnt1
Camsap1
Ubac1
Nacc2
Tmem250-ps
1810012K08Rik
Lhx3
Qsox2
Ccdc187
Gpsm1
Dnlz
Card9
Snapc4
Sdccag3
Pmpca
Inpp5e
Sec16a
0610009E02Rik
Notch1
Egfl7
Agpat2
Fam69b
Snhg7os
Abo
Surf6
Med22
Rpl7a
Surf1
Surf2
Surf4
Rexo4
Adamts13
Cacfd1
Slc2a6
Gm13398
Adamtsl2
Fam163b
Sardh
Vav2
Brd3os
Brd3
Wdr5
Gm25541
Gm13421
Rxra
F730016J06Rik
Olfm1
Gm13373
Ppp1r26
1700007K13Rik
Mrps2
Rpsa-ps9
Ralgds
Gtf3c5
Gfi1b
Tsc1
Spaca9
Gtf3c4
Ddx31
Cfap77
Ttf1
Setx
6530402F18Rik
Med27
Rapgef1
Gm9823
Gm13420
Trub2
Coq4
Slc27a4
Urm1
2600006K01Rik
Cercam
Odf2
Gle1
Sptan1
Wdr34
Set
Pkn3
Zdhhc12
Zer1
Tbc1d13
Endog
Spout1
Kyat1
1700084E18Rik
Lrrc8a
Phyhd1
Dolk
Nup188
Sh3glb2
Miga2
Dolpp1
Crat
Ptpa
Ier5l
Gm14488
1700001O22Rik
Ntmt1
Asb6
Prrx2
Ptges
Tor1b
Tor1a
BC005624
Usp20
Fnbp1
D330023K18Rik
Gpr107
Ncs1
Ass1
Fubp3
Exosc2
Gm13427
Abl1
Aif1l
Nup214
Gm13608
Fam78a
Plpp7
Prrc2b
Gm13610
Pomt1
Uck1
Gm13611
Swi5
Golga2
Dnm1
Ciz1
1110008P14Rik
Lcn2
Ptges2
Gm13413
Slc25a25
Naif1
Gm13412
Fam102a
Dpm2
Pip5kl1
St6galnac4
St6galnac6
Ak1
Eng
Fpgs
Cdk9
Sh2d3c
Ttc16
Tor2a
Ptrh1
Cfap157
Stxbp1
Gm13524
Gm13523
Fam129b
Lrsam1
Rpl12
Slc2a8
Garnl3
Gm38299
Ralgps1
Angptl2
Zbtb34
Zbtb43
Lmx1b
C130021I20Rik
Mvb12b
Pbx3
Mapkap1
Gm13408
Gapvd1
Hspa5
Rabepk
Fbxw2
Gm34653
Psmd5
Cutal
Phf19
Gm13448
Traf1
Hc
AI182371
Cntrl
Rab14
Gm13605
Gsn
Gm43128
Stom
Gm13443
Ggta1
Dab2ip
Ttll11
9030204H09Rik
Ndufa8
Rbm18
Mrrf
Gm13428
Gm13429
Gm13431
Ptgs1
Gm13436
Pdcl
Rc3h2
Zbtb6
Zbtb26
Rabgap1
Strbp
Gm17893
Gpr21
Gm44063
Dennd1a
Gm44283
Gm44443
Gm44291
Gm13556
Lhx2
Nek6
Gm35808
Psmb7
Gm13586
Nr6a1
Nr6a1os
Gm44144
5730507A11Rik
Olfml2a
Gm13496
Wdr38
Rpl35
Arpc5l
Golga1
Scai
Gm16523
Gm44027
Ppp6c
Gm13453
Gm13456
Gm13461
Gm13464
Arhgap15
Gtdc1
Gm13477
Zeb2
Gm13470
Gm13481
Acvr2a
Orc4
Mbd5
Gm13510
Gm13509
Epc2
Kif5c
Gm13525
Lypd6b
Lypd6
Mmadhc
Gm13483
Gm13487
Gm13498
Rnd3
Gm13493
Rbm43
Nmi
Rif1
Neb
Arl5a
A430018G15Rik
Cacnb4
Bloc1s2-ps
Stam2
Gm13548
Fmnl2
Prpf40a
Arl6ip6
Gm13503
Gm13502
Rprm
Galnt13
Kcnj3
Nr4a2
BB557941
Gm13526
A930012O16Rik
Gpd2
Gm13535
Gm13532
Galnt5
Cytip
Gm13546
Acvr1c
Gm13544
Acvr1
Gm17409
Upp2
Ccdc148
Gm13550
Pkp4
Tanc1
Wdsub1
Baz2b
Gm13574
Gm13572
Gm13570
Gm13620
March7
Cd302
Gm13573
Ly75
Gm13567
Itgb6
Rbms1
Tank
Psmd14
Tbr1
Slc4a10
Dpp4
Gm13561
Gcg
Fap
Ifih1
Gca
Gm13590
Kcnh7
Fign
Grb14
Cobll1
Gm13594
Slc38a11
Scn3a
Gm13595
Scn2a
Csrnp3
Galnt3
Ttc21b
B3galt1
Gm13607
Stk39
Cers6
Gm37159
Gm38236
Gm37651
Gm37747
Gm37666
Gm38377
Nostrin
Spc25
G6pc2
Dhrs9
Lrp2
Bbs5
Klhl41
Fastkd1
Ppig
Gm13622
Ccdc173
Gm13623
Phospho2
Klhl23
Ssb
Mettl5
Gm13625
Mettl5os
Ubr3
Rpl9-ps7
Sp5
Erich2
Gad1
Gm26558
Gorasp2
Tlk1
Mettl8
Dcaf17
Cybrd1
Dync1i2
Slc25a12
Hat1
Metap1d
Dlx1as
Platr26
Itga6
Gm13663
Gm17250
Pdk1
Rapgef4
Rapgef4os3
Map3k20
Rpl36a-ps4
Cdca7
6430710C18Rik
Sp3
Hspe1-ps5
Sp3os
Ola1
Gm13665
Gm13666
Cir1
Scrn3
Gpr155
D230022J07Rik
Wipf1
Chrna1os
Chn1os3
Chn1
Atf2
Gm10822
Atp5g3
Lnpk
Mrpl23-ps1
Evx2
Hoxd13
Hoxd12
Hoxd11
Hoxd10
Gm14396
Hoxd9
Hoxd3os1
Hoxd8
Hoxd3
Hoxd4
Hoxd4.1
Gm28230
Haglr
Hoxd1
Mtx2
Gm14425
Rps6-ps4
Gm13653
Gm13655
Hnrnpa3
Nfe2l2
E030042O20Rik
Gm13657
Agps
Ttc30b
Ttc30a2
Ttc30a1
Pde11a
Cyct
Rbm45
Osbpl6
Prkra
Pjvk
Fkbp7
Plekha3
Ttn
Ccdc141
Sestd1
Gm13650
Zfp385b
Cwc22
4930440I19Rik
Ube2e3
Itga4
Cerkl
Neurod1
Gm26755
Ssfa2
Dnajc10
Nckap1
Gm13689
Gm13688
Dusp19
Nup35
Gm13680
Zc3h15
Gm13686
Itgav
Gm13684
Dnmt3l-ps1
Fam171b
Calcrl
Tfpi
Ctnnd1
Btbd18
Selenoh
